route_id,service_id,trip_id,realtime_trip_id,trip_headsign,trip_short_name,trip_long_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
152361,446,379396928,GVB:50:63593,Isolatorweg,63593,,1,,1624813,0,2
152361,446,379396929,GVB:50:63544,Gein,63544,,0,,1624809,0,2
152361,446,379396930,GVB:50:63513,Isolatorweg,63513,,1,,1624811,0,2
152361,446,379396931,GVB:50:63648,Gein,63648,,0,,1624810,0,2
152361,446,379396932,GVB:50:63705,Isolatorweg,63705,,1,,1624813,0,2
152361,446,379396933,GVB:50:63680,Gein,63680,,0,,1624809,0,2
152361,446,379396934,GVB:50:63622,Isolatorweg,63622,,1,,1624811,0,2
152361,446,379396935,GVB:50:63576,Gein,63576,,0,,1624810,0,2
152361,446,379396936,GVB:50:63737,Isolatorweg,63737,,1,,1624813,0,2
152361,446,379396937,GVB:50:63594,Gein,63594,,0,,1624809,0,2
152361,446,379396938,GVB:50:63545,Isolatorweg,63545,,1,,1624811,0,2
152361,446,379396939,GVB:50:63514,Gein,63514,,0,,1624810,0,2
152361,446,379396940,GVB:50:63649,Isolatorweg,63649,,1,,1624813,0,2
152361,446,379396941,GVB:50:63706,Gein,63706,,0,,1624809,0,2
152361,446,379396942,GVB:50:63681,Isolatorweg,63681,,1,,1624811,0,2
152361,446,379396943,GVB:50:63623,Gein,63623,,0,,1624810,0,2
152361,446,379396944,GVB:50:63577,Isolatorweg,63577,,1,,1624813,0,2
152361,446,379396945,GVB:50:63738,Gein,63738,,0,,1624809,0,2
152361,446,379396946,GVB:50:63595,Isolatorweg,63595,,1,,1624811,0,2
152361,446,379396947,GVB:50:63546,Gein,63546,,0,,1624810,0,2
152361,446,379396948,GVB:50:63515,Isolatorweg,63515,,1,,1624813,0,2
152361,446,379396949,GVB:50:63650,Gein,63650,,0,,1624809,0,2
152361,446,379396950,GVB:50:63707,Isolatorweg,63707,,1,,1624811,0,2
152361,446,379396951,GVB:50:63682,Gein,63682,,0,,1624810,0,2
152361,446,379396952,GVB:50:63624,Isolatorweg,63624,,1,,1624813,0,2
152361,446,379396953,GVB:50:63578,Gein,63578,,0,,1624809,0,2
152361,446,379396954,GVB:50:63739,Isolatorweg,63739,,1,,1624811,0,2
152361,446,379396955,GVB:50:63596,Gein,63596,,0,,1624810,0,2
152361,446,379396956,GVB:50:63547,Isolatorweg,63547,,1,,1624813,0,2
152361,446,379396957,GVB:50:63516,Gein,63516,,0,,1624809,0,2
152361,446,379396958,GVB:50:63651,Isolatorweg,63651,,1,,1624811,0,2
152361,446,379396959,GVB:50:63708,Gein,63708,,0,,1624810,0,2
152361,446,379396960,GVB:50:63683,Isolatorweg,63683,,1,,1624813,0,2
152361,446,379396961,GVB:50:63625,Gein,63625,,0,,1624809,0,2
152361,446,379396962,GVB:50:63579,Isolatorweg,63579,,1,,1624811,0,2
152361,446,379396963,GVB:50:63740,Gein,63740,,0,,1624810,0,2
152361,446,379396964,GVB:50:63597,Isolatorweg,63597,,1,,1624813,0,2
152361,446,379396965,GVB:50:63548,Gein,63548,,0,,1624809,0,2
152361,446,379396966,GVB:50:63517,Isolatorweg,63517,,1,,1624811,0,2
152361,446,379396967,GVB:50:63652,Gein,63652,,0,,1624810,0,2
152361,446,379396968,GVB:50:63709,Isolatorweg,63709,,1,,1624813,0,2
152361,446,379396969,GVB:50:63684,Gein,63684,,0,,1624809,0,2
152361,446,379396970,GVB:50:63626,Isolatorweg,63626,,1,,1624811,0,2
152361,446,379396971,GVB:50:63580,Gein,63580,,0,,1624810,0,2
152361,446,379396972,GVB:50:63741,Isolatorweg,63741,,1,,1624813,0,2
152361,446,379396973,GVB:50:63598,Gein,63598,,0,,1624809,0,2
152361,446,379396974,GVB:50:63549,Isolatorweg,63549,,1,,1624811,0,2
152361,446,379396975,GVB:50:63518,Gein,63518,,0,,1624810,0,2
152361,446,379396976,GVB:50:63653,Isolatorweg,63653,,1,,1624813,0,2
152361,446,379396977,GVB:50:63710,Gein,63710,,0,,1624809,0,2
152361,446,379396978,GVB:50:63685,Isolatorweg,63685,,1,,1624811,0,2
152361,446,379396979,GVB:50:63627,Gein,63627,,0,,1624810,0,2
152361,446,379396980,GVB:50:63581,Isolatorweg,63581,,1,,1624813,0,2
152361,446,379396981,GVB:50:63742,Gein,63742,,0,,1624809,0,2
152361,446,379396982,GVB:50:63599,Isolatorweg,63599,,1,,1624811,0,2
152361,446,379396983,GVB:50:63550,Gein,63550,,0,,1624810,0,2
152361,446,379396984,GVB:50:63519,Isolatorweg,63519,,1,,1624813,0,2
152361,446,379396985,GVB:50:63654,Gein,63654,,0,,1624809,0,2
152361,446,379396986,GVB:50:63711,Isolatorweg,63711,,1,,1624811,0,2
152361,446,379396987,GVB:50:63686,Gein,63686,,0,,1624810,0,2
152361,446,379396988,GVB:50:63628,Isolatorweg,63628,,1,,1624813,0,2
152361,446,379396989,GVB:50:63582,Gein,63582,,0,,1624809,0,2
152361,446,379396990,GVB:50:63743,Isolatorweg,63743,,1,,1624811,0,2
152361,446,379396991,GVB:50:63600,Gein,63600,,0,,1624810,0,2
152361,446,379396992,GVB:50:63551,Isolatorweg,63551,,1,,1624813,0,2
152361,446,379396993,GVB:50:63520,Gein,63520,,0,,1624809,0,2
152361,446,379396994,GVB:50:63655,Isolatorweg,63655,,1,,1624811,0,2
152361,446,379396995,GVB:50:63712,Gein,63712,,0,,1624810,0,2
152361,446,379396996,GVB:50:63687,Isolatorweg,63687,,1,,1624813,0,2
152361,446,379396997,GVB:50:63629,Gein,63629,,0,,1624809,0,2
152361,446,379396998,GVB:50:63583,Isolatorweg,63583,,1,,1624811,0,2
152361,446,379396999,GVB:50:63744,Gein,63744,,0,,1624810,0,2
152361,446,379397000,GVB:50:63601,Isolatorweg,63601,,1,,1624813,0,2
152361,446,379397001,GVB:50:63552,Gein,63552,,0,,1624809,0,2
152361,446,379397002,GVB:50:63521,Isolatorweg,63521,,1,,1624811,0,2
152361,446,379397003,GVB:50:63656,Gein,63656,,0,,1624810,0,2
